排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
1015,8259-NFJTV,13.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,34.65,246.6,Month-to-month,DSL,Mailed check,Female,在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1016,0080-OROZO,13.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,35,99.25,3532.0,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥99/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1017,3207-OYBWH,13.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,57,95.25,5427.05,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥95/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1018,8714-CTZJW,12.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,82.85,319.6,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥83/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1019,7596-ZYWBB,12.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,59.6,3739.8,Two year,DSL,Mailed check,Female,邮寄支票支付，便捷性差
1020,6614-YWYSC,12.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,25.0,1501.75,Two year,No,Bank transfer (automatic),Male,无网络服务，增值业务少
1021,8464-EETCQ,12.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,57,18.8,1094.35,Two year,No,Credit card (automatic),Male,无网络服务，增值业务少
1022,2233-FAGXV,12.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,24.3,132.25,Month-to-month,No,Mailed check,Female,在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1023,1902-XBTFB,12.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,22,89.4,2001.5,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥89/月)；在网时间(22个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1024,4871-JTKJF,12.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,69.65,69.65,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥70/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1025,2995-UPRYS,12.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,40,99.2,4062.2,One year,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥99/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
1026,1724-BQUHA,12.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,5,89.5,477.7,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥90/月)；在网时间较短(5个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1027,6633-SYEUS,12.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,23,83.2,2032.3,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥83/月)；在网时间(23个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1028,5777-KJIRB,12.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,40,50.25,2023.55,One year,DSL,Mailed check,Female,年付合同即将到期，需重点关注；邮寄支票支付，便捷性差
1029,0953-LGOVU,12.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,12,35.5,432.25,Month-to-month,DSL,Mailed check,Male,在网时间(12个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1030,8563-IIOXK,12.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,49.75,331.3,One year,DSL,Electronic check,Male,在网时间较短(7个月)，客户黏性不足；年付合同即将到期，需重点关注；电子支票支付，账单拖欠风险较高
1031,4994-OBRSZ,12.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,76.1,1054.8,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥76/月)；在网时间(14个月)，仍处于流失高风险期
1032,3723-BFBGR,11.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,54.8,1291.3,Month-to-month,DSL,Credit card (automatic),Male,月付合同，转换成本低，易流失
1033,5035-PGZXH,11.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,56,106.8,5914.4,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥107/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1034,9670-BPNXF,11.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,45,62.55,2796.45,One year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥63/月)；年付合同即将到期，需重点关注
1035,8097-VBQTZ,11.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,54,69.9,3883.3,Month-to-month,DSL,Mailed check,Male,月租费用中等偏高(¥70/月)；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1036,0208-BPQEJ,11.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,12,19.4,198.1,Month-to-month,No,Bank transfer (automatic),Female,在网时间(12个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；无网络服务，增值业务少
1037,8944-AILEF,11.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,15,19.45,340.85,Month-to-month,No,Credit card (automatic),Male,在网时间(15个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；无网络服务，增值业务少
1038,1623-NLDOT,11.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,33.55,1445.3,One year,DSL,Mailed check,Female,年付合同即将到期，需重点关注；邮寄支票支付，便捷性差
1039,7103-ZGVNT,11.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,73.7,4885.85,One year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥74/月)；年付合同即将到期，需重点关注
1040,4632-XJMEX,11.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,53,62.85,3419.5,One year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥63/月)；年付合同即将到期，需重点关注
1041,8434-PNQZX,11.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,78.45,3373.4,Two year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥78/月)
1042,4676-WLUHT,11.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,54,46.2,2431.95,Two year,DSL,Bank transfer (automatic),Male,综合风险因素，需进一步分析
1043,2189-UXTKY,11.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,22,79.2,1742.75,Month-to-month,DSL,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间(22个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1044,0523-VNGTF,11.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,50.5,2566.3,Month-to-month,DSL,Electronic check,Female,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1045,9889-TMAHG,11.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,100.3,832.35,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥100/月)；在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1046,9537-JALFH,11.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,19.9,1356.7,Two year,No,Bank transfer (automatic),Male,无网络服务，增值业务少
1047,8229-TNIQA,11.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,45.3,196.95,Month-to-month,DSL,Mailed check,Female,在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1048,4854-SSLTN,11.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,59.5,130.5,Two year,DSL,Mailed check,Male,在网时间较短(2个月)，客户黏性不足；邮寄支票支付，便捷性差
1049,6400-BWQKW,11.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,6,79.05,434.5,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥79/月)；在网时间较短(6个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1050,0511-JTEOY,11.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,71.1,71.1,Month-to-month,Fiber optic,Mailed check,Female,月租费用中等偏高(¥71/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1051,1174-FGIFN,11.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,28,90.45,2509.25,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥90/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1052,1728-CXQBE,11.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,64,94.25,6081.4,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥94/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1053,2111-DWYHN,10.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,21.1,21.1,Month-to-month,No,Mailed check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1054,6407-UTSLV,10.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,83.8,163.7,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥84/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1055,8109-YUOHE,10.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,17,56.1,946.95,One year,DSL,Mailed check,Male,在网时间(17个月)，仍处于流失高风险期；年付合同即将到期，需重点关注；邮寄支票支付，便捷性差
1056,2839-RFSQE,10.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,20.65,38.7,Month-to-month,No,Mailed check,Female,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1057,7923-IYJWY,10.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,67,116.1,7839.85,Two year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥116/月)；光纤用户对网络质量要求高
1058,6078-VESFR,10.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,70.45,849.1,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用中等偏高(¥70/月)；在网时间(13个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1059,8735-NBLWT,10.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,20.4,184.1,Month-to-month,No,Mailed check,Male,在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1060,4695-WJZUE,10.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,88.55,179.25,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥89/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1061,8755-IWJHN,10.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,95.35,6382.0,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥95/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1062,0148-DCDOS,10.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,25,94.7,2362.1,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用偏高(¥95/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1063,3654-ARMGP,10.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,88.65,5321.25,Two year,DSL,Credit card (automatic),Female,月租费用偏高(¥89/月)
1064,1271-UODNO,10.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,39,53.85,2200.7,Two year,DSL,Credit card (automatic),Male,综合风险因素，需进一步分析
1065,8450-JOVAH,10.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,56.7,113.55,Month-to-month,DSL,Mailed check,Male,在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
1066,9897-KXHCM,10.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,80.3,250.05,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥80/月)；在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1067,7284-ZZLOH,10.1%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,45,53.3,2296.25,Two year,DSL,Credit card (automatic),Male,综合风险因素，需进一步分析
1068,2320-SLKMB,10.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,26,44.45,1183.8,Month-to-month,DSL,Credit card (automatic),Female,月付合同，转换成本低，易流失
1069,2176-OSJUV,10.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,65.15,4681.75,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥65/月)
1070,9845-PEEKO,10.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,59,79.2,4590.35,Two year,Fiber optic,Credit card (automatic),Female,月租费用中等偏高(¥79/月)；光纤用户对网络质量要求高
1071,2862-JVEOY,9.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,6,19.15,124.4,One year,No,Mailed check,Male,在网时间较短(6个月)，客户黏性不足；年付合同即将到期，需重点关注；无网络服务，增值业务少；邮寄支票支付，便捷性差
1072,8623-ULFNQ,9.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,26,66.05,1652.4,Month-to-month,DSL,Electronic check,Female,月租费用中等偏高(¥66/月)；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
1073,2957-JIRMN,9.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,62,84.45,4959.15,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥84/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1074,0623-EJQEG,9.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,93.55,6069.25,One year,Fiber optic,Electronic check,Male,月租费用偏高(¥94/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1075,6092-QZVPP,9.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,36,79.2,2854.95,Month-to-month,DSL,Credit card (automatic),Male,月租费用中等偏高(¥79/月)；月付合同，转换成本低，易流失
1076,0361-HJRDX,9.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,68,64.35,4539.6,Two year,DSL,Credit card (automatic),Female,月租费用中等偏高(¥64/月)
1077,5236-XMZJY,9.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,42,59.65,2536.55,Month-to-month,DSL,Bank transfer (automatic),Female,月付合同，转换成本低，易流失
1078,4001-TSBTV,9.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,58,91.55,5511.65,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥92/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1079,0297-RBCSG,9.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,19,65.35,1231.85,One year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥65/月)；在网时间(19个月)，仍处于流失高风险期；年付合同即将到期，需重点关注
1080,5014-GSOUQ,9.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,19.95,243.65,Two year,No,Mailed check,Male,在网时间(13个月)，仍处于流失高风险期；无网络服务，增值业务少；邮寄支票支付，便捷性差
1081,0524-IAVZO,9.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,30,85.0,2624.25,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥85/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
1082,4779-ZGICK,9.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,48,23.55,1173.35,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差
1083,4686-UXDML,9.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,21,99.85,1992.55,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥100/月)；在网时间(21个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1084,3466-RITXD,9.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,26,92.4,2349.8,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥92/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1085,4312-GVYNH,9.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,49.85,3370.2,Two year,DSL,Bank transfer (automatic),Female,综合风险因素，需进一步分析
1086,3966-HRMZA,8.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,3,75.05,202.9,Month-to-month,Fiber optic,Mailed check,Female,月租费用中等偏高(¥75/月)；在网时间较短(3个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
1087,2746-DIJLO,8.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,41,56.3,2364.0,One year,DSL,Credit card (automatic),Female,年付合同即将到期，需重点关注
1088,4897-QSUYC,8.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,20.15,20.15,Month-to-month,No,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
1089,1202-KKGFU,8.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,12,54.2,690.5,Month-to-month,DSL,Bank transfer (automatic),Female,在网时间(12个月)，仍处于流失高风险期；月付合同，转换成本低，易流失
